1.015762463286936201e+00 3.456332070608961526e+00
2.550132365076402952e-01 4.266342757188325230e+00
1.477598889324202913e+00 -4.716324826197331177e+00
6.131818239329183129e-01 -2.731246959035851241e+00
1.191251035320619822e+00 1.609687560037979193e+00
1.251117471908516299e+00 -4.106773215908310348e-02
8.496768216266539220e-01 4.367089607400514439e-01
1.138332952248246599e-01 3.130350773903363137e+00
2.720759862172912324e-01 4.129785449394742791e+00
8.066915297361254567e-01 -6.115188391793500156e-01
9.615656738603004516e-01 2.852398340293460954e+00
5.418841364744912958e-01 -1.841277416270449052e+00
1.055332367992959819e+00 3.551180315407788335e+00
5.283772031082660803e-01 -1.580712484666306317e+00
1.039211353991764675e+00 3.550031333313468984e+00
8.322558365273216019e-01 6.080895113949713604e-03
1.343616546469084128e+00 -2.680708117189308126e+00
1.636270209135689768e+00 -2.618538830930380090e+00
1.157363072617133559e+00 2.383569572842620499e+00
2.896495335357358591e-01 3.930896382555250756e+00
1.695408637143009711e+00 -9.624753170640806266e-01
9.547056109313742933e-01 2.741580663557684261e+00
8.470086486076611187e-01 3.706288973027392908e-01
4.450731275087358441e-01 4.385248817877691607e-01
1.108701113783086001e-01 3.066510781389365281e+00
1.998282976350905349e+00 3.012371771426283207e+00
1.354679908527905985e+00 -2.957375113527068944e+00
1.089147898847692142e+00 3.383757844396782843e+00
1.888613074510971934e-01 4.231962873456896368e+00
1.017453735401904202e+00 3.466667867297463790e+00
1.226836120189847890e+00 6.588224355876293181e-01
1.587958287142090752e+00 -3.721729967791833182e+00
8.788821032507525555e-01 1.152313008177206832e+00
1.168549925623607155e+00 2.145282331764751582e+00
9.862994849697912514e-01 3.191026054574061188e+00
9.217682798143220779e-01 2.121899386315526659e+00
1.731326666910146583e+00 9.028873457195096819e-02
1.253571637518400506e+00 -1.131299263367528951e-01
4.968902561827279740e-01 -8.855497408753486566e-01
8.766548150921300575e-01 1.098671362739833235e+00
1.491220747991110596e+00 -4.728621130614289569e+00
5.166763496065418515e-01 -1.335609271291946953e+00
1.497557242365621377e+00 -4.720846168376885643e+00
1.757521555099986754e+00 8.309307205577749489e-01
1.907273381030047954e-01 4.245433231997594703e+00
9.605139639961481901e-01 2.835860082438494079e+00
3.472029378473988626e-01 2.918899414687191829e+00
1.459623009231699076e+00 -4.639757865267926995e+00
1.331418067893086032e+00 -2.360564715632240684e+00
1.308037942727084069e+00 -1.711635893738392866e+00
1.173340314045014710e+00 2.037810821791325111e+00
1.160901939396100202e+00 2.310170010011361796e+00
4.054287249851618036e-01 1.498308037017294758e+00
3.386031085136402830e-01 3.100631790996690285e+00
1.790116810712836237e+00 1.676968496304423795e+00
9.354164888556004698e-02 2.667347751246517351e+00
7.763008419572994256e-01 -1.293914476615096065e+00
7.552661026241047626e-01 -1.714692317618545347e+00
1.712956470153383037e+00 -4.463549827313844087e-01
1.610286721430095769e+00 -3.250625324348038525e+00
3.039707430525280252e-01 3.727715691285083288e+00
2.766822949555283184e-01 4.083232565698100558e+00
7.738907511132744332e-01 -1.344575831565150814e+00
3.266074556193701017e-01 3.337884493183412182e+00
1.094307056160667591e+00 3.338181992449433366e+00
1.353096765742720420e+00 -2.918654429626807101e+00
1.437758423572610855e+00 -4.455959854032489176e+00
1.062185096407667562e+00 3.535824944728266583e+00
1.650035970811072561e+00 -2.254243649670777838e+00
3.467616047854094052e-01 2.928447885147858365e+00
9.171028135063181708e-01 2.023908482639673601e+00
1.605819685554163323e+00 -3.350686445236391364e+00
1.451383846263560873e+00 -4.582010452666946954e+00
1.015976871430936734e+00 3.457672649852011837e+00
8.025914883113369758e-01 -7.076065022204676147e-01
1.053171908885994768e-01 2.943300669106826195e+00
9.687905635875946331e-01 2.961455136171669000e+00
1.371225926626861158e+00 -3.342935118754264412e+00
9.599084207372328148e-01 2.826262857605183587e+00
9.409950213523563534e-01 2.500235804371291337e+00
1.535266291681379514e+00 -4.499523250706102040e+00
1.728782110463797483e+00 1.651747042768292317e-02
1.678468096235189888e+00 -1.456156953080604222e+00
9.788894562481471606e-01 3.100059817040256682e+00
1.780252606175633190e+00 1.432260251742424551e+00
1.953663187408953839e+00 3.419930963513905908e+00
1.448131927631126858e+00 -4.555358116573772875e+00
1.702294678192713073e+00 -7.600733984498352358e-01
9.014661973039803655e-01 1.680538886244224095e+00
5.940854337346479497e-01 -2.580882529495156064e+00
1.869863127510511314e+00 3.142349974104665211e+00
4.702936775667163616e-01 -2.251416531387846476e-01
5.559097340106078367e-01 -2.083868745542547973e+00
1.171960225545437106e+00 2.069094600852637189e+00
4.051179634178059263e-01 1.506494344282998776e+00
1.398775098144885654e+00 -3.896653436951513783e+00
1.711188692159397284e+00 -4.983363130827623833e-01
1.418519333245097158e+00 -4.215341729033868390e+00
7.386692843286852828e-01 -2.008334096633889398e+00
3.760234591582722885e-01 2.250022843224671387e+00
1.888154497132310095e+00 3.321830085690763212e+00
1.942821634897750727e+00 3.462687258118888334e+00
1.053821462574391354e-01 2.944768337526924906e+00
4.560358856736237421e-01 1.470877738192410966e-01
1.382185845240200051e+00 -3.577356442633640832e+00
1.199246527026750497e+00 1.406435626343862655e+00
1.101418700273567808e+00 3.266847932542111366e+00
1.272185869272914438e+00 -6.631648070164108955e-01
2.079662817593457724e+00 1.495852881213460606e+00
2.872136508789071119e+00 2.984269871541582742e+00
2.110424196189424340e+00 7.639964076798688719e-01
2.773495821169860154e+00 4.373055266692770893e+00
2.274853737309307622e+00 -2.565885207818273894e+00
2.996812612234001971e+00 -5.564912503196409732e-01
2.166989434205823351e+00 -6.158110819204851705e-01
2.500888842008555102e+00 -3.500394746946288160e-01
2.856924832956782012e+00 3.312137085475841847e+00
2.470223538416019160e+00 -1.101045041950462711e+00
2.694479197137822801e+00 4.073161388378623293e+00
2.774486715273286386e+00 4.368598518687224264e+00
2.123800027525561518e+00 4.354654649439425040e-01
2.902447293567238074e+00 2.234765953850134323e+00
2.997524449213512909e+00 -5.781110084534557547e-01
2.832556423591653605e+00 3.758239098710633552e+00
2.879451962787697994e+00 2.814379166303674573e+00
2.793011393577176982e+00 4.247633644223983929e+00
2.298588270311605175e+00 -2.763161067577899921e+00
2.281408805360773506e+00 -2.630511812072017452e+00
-9.587611480365423322e-01 -2.807930468825512449e+00
-2.436074859576798923e-01 -4.325191314986952307e+00
-3.719116597518902223e-01 -2.350348924562463804e+00
-1.397398212651137506e-01 -3.627642256359807860e+00
-2.431187629352076218e-01 -4.327120303326885242e+00
-4.016187984364649743e-02 -1.216571173475061274e+00
-6.535213508337596178e-01 2.818779255648132587e+00
-2.618913700068037365e-02 -7.994898041902402941e-01
-4.598603980874557129e-01 -4.634267028994887294e-02
-4.589265612972212027e-01 -7.088838700621113986e-02
-8.229346358920573978e-01 2.220625707821506367e-01
-4.725496008185368080e-01 2.830853994213290425e-01
-1.277960706922277589e-01 -3.412390714339720521e+00
-4.855259863879506366e-01 6.099606919310914810e-01
-4.832035229267139798e-01 5.523361075949045906e-01
-7.800026099770996924e-01 1.214981401353169010e+00
-6.506009144662932009e-01 2.823055193779552496e+00
-1.581999228730461837e-01 -3.909657430291274771e+00
-3.690259193618995459e-01 -2.419885338205433722e+00
-2.869436222422239169e-02 -8.749623672234003724e-01
